,id,airline_iata,origin_iata,deprt_time,dest_iata,duration,prop,ac_type,capacity,distance,price_usd,regional,flight_path,city_pair,arrive_time,flight_legs,service_lvl,first_layover,second_layover,first_transfer_city,second_transfer_city
2,3,MS,ABS,2023-01-01 08:30:00,ASW,0 days 00:45:00,0,B738,162,216,55,0,ABS -> ASW,ABS_ASW,2023-01-01 09:15:00,[3],0,0 days 00:00:00,0 days 00:00:00,,
3,4,MS,ABS,2023-01-01 10:05:00,ASW,0 days 00:45:00,0,B738,162,216,55,0,ABS -> ASW,ABS_ASW,2023-01-01 10:50:00,[4],0,0 days 00:00:00,0 days 00:00:00,,
4,5,MS,ABS,2023-01-01 11:00:00,ASW,0 days 00:45:00,0,B738,162,216,55,0,ABS -> ASW,ABS_ASW,2023-01-01 11:45:00,[5],0,0 days 00:00:00,0 days 00:00:00,,
5,6,MS,ABS,2023-01-01 13:30:00,ASW,0 days 00:45:00,0,B738,162,216,55,0,ABS -> ASW,ABS_ASW,2023-01-01 14:15:00,[6],0,0 days 00:00:00,0 days 00:00:00,,
98,99,SM,ABS,2023-01-01 11:40:00,ASW,0 days 01:00:00,1,ATR,70,216,55,0,ABS -> ASW,ABS_ASW,2023-01-01 12:40:00,[99],0,0 days 00:00:00,0 days 00:00:00,,
2,3,MS,ABS,2023-01-01 08:30:00,CAI,0 days 04:15:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 12:45:00,"[3, 12]",1,0 days 02:05:00,0 days 00:00:00,ASW,
3,4,MS,ABS,2023-01-01 10:05:00,CAI,0 days 02:40:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 12:45:00,"[4, 12]",1,0 days 00:30:00,0 days 00:00:00,ASW,
3,4,MS,ABS,2023-01-01 10:05:00,CAI,0 days 06:05:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 16:10:00,"[4, 13]",1,0 days 03:55:00,0 days 00:00:00,ASW,
4,5,MS,ABS,2023-01-01 11:00:00,CAI,0 days 05:10:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 16:10:00,"[5, 13]",1,0 days 03:00:00,0 days 00:00:00,ASW,
4,5,MS,ABS,2023-01-01 11:00:00,CAI,0 days 06:05:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 17:05:00,"[5, 14]",1,0 days 03:55:00,0 days 00:00:00,ASW,
5,6,MS,ABS,2023-01-01 13:30:00,CAI,0 days 02:40:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 16:10:00,"[6, 13]",1,0 days 00:30:00,0 days 00:00:00,ASW,
5,6,MS,ABS,2023-01-01 13:30:00,CAI,0 days 03:35:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 17:05:00,"[6, 14]",1,0 days 01:25:00,0 days 00:00:00,ASW,
5,6,MS,ABS,2023-01-01 13:30:00,CAI,0 days 03:55:00,0,B738,162,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 17:25:00,"[6, 15]",1,0 days 01:45:00,0 days 00:00:00,ASW,
98,99,SM,ABS,2023-01-01 11:40:00,CAI,0 days 03:40:00,1,ATR,70,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 15:20:00,"[99, 103]",1,0 days 00:40:00,0 days 00:00:00,ASW,
98,99,SM,ABS,2023-01-01 11:40:00,CAI,0 days 04:05:00,0,ATR,70,915,55,1,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 15:45:00,"[99, 104]",2,0 days 01:40:00,0 days 00:00:00,ASW,
98,99,SM,ABS,2023-01-01 11:40:00,CAI,0 days 05:45:00,1,ATR,70,915,55,0,ABS -> ASW -> CAI,ABS_CAI,2023-01-01 17:25:00,"[99, 105]",2,0 days 03:20:00,0 days 00:00:00,ASW,
3,4,MS,ABS,2023-01-01 10:05:00,HMB,0 days 07:55:00,0,B738,162,1176,55,0,ABS -> ASW -> CAI -> HMB,ABS_HMB,2023-01-01 18:00:00,"[4, 13, 50]",3,0 days 03:55:00,0 days 00:50:00,ASW,CAI
4,5,MS,ABS,2023-01-01 11:00:00,HMB,0 days 07:00:00,0,B738,162,1176,55,0,ABS -> ASW -> CAI -> HMB,ABS_HMB,2023-01-01 18:00:00,"[5, 13, 50]",3,0 days 03:00:00,0 days 00:50:00,ASW,CAI
5,6,MS,ABS,2023-01-01 13:30:00,HMB,0 days 04:30:00,0,B738,162,1176,55,0,ABS -> ASW -> CAI -> HMB,ABS_HMB,2023-01-01 18:00:00,"[6, 13, 50]",3,0 days 00:30:00,0 days 00:50:00,ASW,CAI
98,99,SM,ABS,2023-01-01 11:40:00,HMB,0 days 06:20:00,1,ATR,70,1176,55,0,ABS -> ASW -> CAI -> HMB,ABS_HMB,2023-01-01 18:00:00,"[99, 103, 128]",3,0 days 00:40:00,0 days 01:40:00,ASW,CAI
98,99,SM,ABS,2023-01-01 11:40:00,HMB,0 days 06:20:00,0,ATR,70,1176,55,1,ABS -> ASW -> CAI -> HMB,ABS_HMB,2023-01-01 18:00:00,"[99, 104, 128]",3,0 days 01:40:00,0 days 01:15:00,ASW,CAI
6,7,MS,ASW,2023-01-01 06:50:00,ABS,0 days 00:45:00,0,B738,162,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 07:35:00,[7],0,0 days 00:00:00,0 days 00:00:00,,
7,8,MS,ASW,2023-01-01 07:15:00,ABS,0 days 00:45:00,0,B738,162,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 08:00:00,[8],0,0 days 00:00:00,0 days 00:00:00,,
8,9,MS,ASW,2023-01-01 09:45:00,ABS,0 days 00:45:00,0,B738,162,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 10:30:00,[9],0,0 days 00:00:00,0 days 00:00:00,,
9,10,MS,ASW,2023-01-01 12:15:00,ABS,0 days 00:45:00,0,B738,162,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 13:00:00,[10],0,0 days 00:00:00,0 days 00:00:00,,
10,11,MS,ASW,2023-01-01 22:05:00,ABS,0 days 00:45:00,0,B738,162,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 22:50:00,[11],0,0 days 00:00:00,0 days 00:00:00,,
99,100,SM,ASW,2023-01-01 07:40:00,ABS,0 days 01:00:00,1,ATR,70,216,55,0,ASW -> ABS,ASW_ABS,2023-01-01 08:40:00,[100],0,0 days 00:00:00,0 days 00:00:00,,
12,13,MS,ASW,2023-01-01 14:45:00,ATZ,0 days 04:35:00,0,B738,162,1067,55,0,ASW -> CAI -> HMB -> ATZ,ASW_ATZ,2023-01-01 19:20:00,"[13, 50, 67]",3,0 days 00:50:00,0 days 00:40:00,CAI,HMB
11,12,MS,ASW,2023-01-01 11:20:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 12:45:00,[12],0,0 days 00:00:00,0 days 00:00:00,,
12,13,MS,ASW,2023-01-01 14:45:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 16:10:00,[13],0,0 days 00:00:00,0 days 00:00:00,,
13,14,MS,ASW,2023-01-01 15:40:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 17:05:00,[14],0,0 days 00:00:00,0 days 00:00:00,,
14,15,MS,ASW,2023-01-01 16:00:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 17:25:00,[15],0,0 days 00:00:00,0 days 00:00:00,,
15,16,MS,ASW,2023-01-01 20:40:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 22:05:00,[16],0,0 days 00:00:00,0 days 00:00:00,,
16,17,MS,ASW,2023-01-01 21:45:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 23:10:00,[17],0,0 days 00:00:00,0 days 00:00:00,,
17,18,MS,ASW,2023-01-01 22:00:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 23:25:00,[18],0,0 days 00:00:00,0 days 00:00:00,,
18,19,MS,ASW,2023-01-01 22:05:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 23:30:00,[19],0,0 days 00:00:00,0 days 00:00:00,,
19,20,MS,ASW,2023-01-01 22:05:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 23:30:00,[20],0,0 days 00:00:00,0 days 00:00:00,,
20,21,MS,ASW,2023-01-01 22:55:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-02 00:20:00,[21],0,0 days 00:00:00,0 days 00:00:00,,
21,22,MS,ASW,2023-01-01 06:00:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 07:25:00,[22],0,0 days 00:00:00,0 days 00:00:00,,
22,23,MS,ASW,2023-01-01 06:30:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 07:55:00,[23],0,0 days 00:00:00,0 days 00:00:00,,
23,24,MS,ASW,2023-01-01 07:35:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:00:00,[24],0,0 days 00:00:00,0 days 00:00:00,,
24,25,MS,ASW,2023-01-01 08:05:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:30:00,[25],0,0 days 00:00:00,0 days 00:00:00,,
25,26,MS,ASW,2023-01-01 08:05:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:30:00,[26],0,0 days 00:00:00,0 days 00:00:00,,
26,27,MS,ASW,2023-01-01 08:20:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:45:00,[27],0,0 days 00:00:00,0 days 00:00:00,,
27,28,MS,ASW,2023-01-01 09:05:00,CAI,0 days 01:25:00,0,B738,162,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 10:30:00,[28],0,0 days 00:00:00,0 days 00:00:00,,
28,29,MS,ASW,2023-01-01 07:05:00,CAI,0 days 02:45:00,0,B738,162,698,55,0,ASW -> LXR -> CAI,ASW_CAI,2023-01-01 09:50:00,"[29, 75]",1,0 days 00:55:00,0 days 00:00:00,LXR,
28,29,MS,ASW,2023-01-01 07:05:00,CAI,0 days 03:15:00,0,B738,162,698,55,0,ASW -> LXR -> CAI,ASW_CAI,2023-01-01 10:20:00,"[29, 76]",1,0 days 01:25:00,0 days 00:00:00,LXR,
28,29,MS,ASW,2023-01-01 07:05:00,CAI,0 days 04:05:00,0,B738,162,698,55,0,ASW -> LXR -> CAI,ASW_CAI,2023-01-01 11:10:00,"[29, 77]",1,0 days 02:15:00,0 days 00:00:00,LXR,
89,90,NP,ASW,2023-01-01 16:20:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 17:45:00,[90],0,0 days 00:00:00,0 days 00:00:00,,
90,91,NP,ASW,2023-01-01 08:45:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 10:10:00,[91],0,0 days 00:00:00,0 days 00:00:00,,
100,101,SM,ASW,2023-01-01 11:50:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 13:15:00,[101],0,0 days 00:00:00,0 days 00:00:00,,
101,102,SM,ASW,2023-01-01 11:50:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 13:15:00,[102],0,0 days 00:00:00,0 days 00:00:00,,
102,103,SM,ASW,2023-01-01 13:20:00,CAI,0 days 02:00:00,1,ATR,70,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 15:20:00,[103],0,0 days 00:00:00,0 days 00:00:00,,
103,104,SM,ASW,2023-01-01 14:20:00,CAI,0 days 01:25:00,0,E90,106,699,55,1,ASW -> CAI,ASW_CAI,2023-01-01 15:45:00,[104],0,0 days 00:00:00,0 days 00:00:00,,
104,105,SM,ASW,2023-01-01 16:00:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 17:25:00,[105],0,0 days 00:00:00,0 days 00:00:00,,
105,106,SM,ASW,2023-01-01 16:50:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 18:15:00,[106],0,0 days 00:00:00,0 days 00:00:00,,
106,107,SM,ASW,2023-01-01 19:00:00,CAI,0 days 01:25:00,0,E90,106,699,55,1,ASW -> CAI,ASW_CAI,2023-01-01 20:25:00,[107],0,0 days 00:00:00,0 days 00:00:00,,
107,108,SM,ASW,2023-01-01 20:00:00,CAI,0 days 01:25:00,0,E90,106,699,55,1,ASW -> CAI,ASW_CAI,2023-01-01 21:25:00,[108],0,0 days 00:00:00,0 days 00:00:00,,
108,109,SM,ASW,2023-01-01 21:45:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 23:10:00,[109],0,0 days 00:00:00,0 days 00:00:00,,
109,110,SM,ASW,2023-01-01 07:20:00,CAI,0 days 01:25:00,0,A320,150,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 08:45:00,[110],0,0 days 00:00:00,0 days 00:00:00,,
110,111,SM,ASW,2023-01-01 07:20:00,CAI,0 days 02:00:00,1,ATR,70,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:20:00,[111],0,0 days 00:00:00,0 days 00:00:00,,
111,112,SM,ASW,2023-01-01 07:40:00,CAI,0 days 02:00:00,1,ATR,70,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 09:40:00,[112],0,0 days 00:00:00,0 days 00:00:00,,
112,113,SM,ASW,2023-01-01 08:20:00,CAI,0 days 01:25:00,0,E90,106,699,55,1,ASW -> CAI,ASW_CAI,2023-01-01 09:45:00,[113],0,0 days 00:00:00,0 days 00:00:00,,
181,182,UJ,ASW,2023-01-01 10:00:00,CAI,0 days 01:15:00,0,B734,188,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 11:15:00,[182],0,0 days 00:00:00,0 days 00:00:00,,
182,183,UJ,ASW,2023-01-01 14:30:00,CAI,0 days 01:15:00,0,B734,188,699,55,0,ASW -> CAI,ASW_CAI,2023-01-01 15:45:00,[183],0,0 days 00:00:00,0 days 00:00:00,,
12,13,MS,ASW,2023-01-01 14:45:00,HMB,0 days 03:15:00,0,B738,162,960,55,0,ASW -> CAI -> HMB,ASW_HMB,2023-01-01 18:00:00,"[13, 50]",1,0 days 00:50:00,0 days 00:00:00,CAI,
100,101,SM,ASW,2023-01-01 11:50:00,HMB,0 days 06:10:00,0,A320,150,960,55,0,ASW -> CAI -> HMB,ASW_HMB,2023-01-01 18:00:00,"[101, 128]",1,0 days 03:45:00,0 days 00:00:00,CAI,
101,102,SM,ASW,2023-01-01 11:50:00,HMB,0 days 06:10:00,0,A320,150,960,55,0,ASW -> CAI -> HMB,ASW_HMB,2023-01-01 18:00:00,"[102, 128]",1,0 days 03:45:00,0 days 00:00:00,CAI,
102,103,SM,ASW,2023-01-01 13:20:00,HMB,0 days 04:40:00,1,ATR,70,960,55,0,ASW -> CAI -> HMB,ASW_HMB,2023-01-01 18:00:00,"[103, 128]",2,0 days 01:40:00,0 days 00:00:00,CAI,
103,104,SM,ASW,2023-01-01 14:20:00,HMB,0 days 03:40:00,0,E90,106,960,55,1,ASW -> CAI -> HMB,ASW_HMB,2023-01-01 18:00:00,"[104, 128]",2,0 days 01:15:00,0 days 00:00:00,CAI,
11,12,MS,ASW,2023-01-01 11:20:00,HRG,0 days 03:10:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[12, 52]",1,0 days 00:45:00,0 days 00:00:00,CAI,
12,13,MS,ASW,2023-01-01 14:45:00,HRG,0 days 05:15:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 20:00:00,"[13, 53]",1,0 days 02:50:00,0 days 00:00:00,CAI,
13,14,MS,ASW,2023-01-01 15:40:00,HRG,0 days 04:20:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 20:00:00,"[14, 53]",1,0 days 01:55:00,0 days 00:00:00,CAI,
14,15,MS,ASW,2023-01-01 16:00:00,HRG,0 days 04:00:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 20:00:00,"[15, 53]",1,0 days 01:35:00,0 days 00:00:00,CAI,
15,16,MS,ASW,2023-01-01 20:40:00,HRG,0 days 02:50:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 23:30:00,"[16, 54]",1,0 days 00:25:00,0 days 00:00:00,CAI,
21,22,MS,ASW,2023-01-01 06:00:00,HRG,0 days 05:00:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 11:00:00,"[22, 51]",1,0 days 02:35:00,0 days 00:00:00,CAI,
21,22,MS,ASW,2023-01-01 06:00:00,HRG,0 days 04:00:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 10:00:00,"[22, 55]",1,0 days 01:35:00,0 days 00:00:00,CAI,
22,23,MS,ASW,2023-01-01 06:30:00,HRG,0 days 04:30:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 11:00:00,"[23, 51]",1,0 days 02:05:00,0 days 00:00:00,CAI,
22,23,MS,ASW,2023-01-01 06:30:00,HRG,0 days 03:30:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 10:00:00,"[23, 55]",1,0 days 01:05:00,0 days 00:00:00,CAI,
23,24,MS,ASW,2023-01-01 07:35:00,HRG,0 days 03:25:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 11:00:00,"[24, 51]",1,0 days 01:00:00,0 days 00:00:00,CAI,
24,25,MS,ASW,2023-01-01 08:05:00,HRG,0 days 02:55:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 11:00:00,"[25, 51]",1,0 days 00:30:00,0 days 00:00:00,CAI,
25,26,MS,ASW,2023-01-01 08:05:00,HRG,0 days 02:55:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 11:00:00,"[26, 51]",1,0 days 00:30:00,0 days 00:00:00,CAI,
26,27,MS,ASW,2023-01-01 08:20:00,HRG,0 days 06:10:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[27, 52]",1,0 days 03:45:00,0 days 00:00:00,CAI,
27,28,MS,ASW,2023-01-01 09:05:00,HRG,0 days 05:25:00,0,B738,162,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[28, 52]",1,0 days 03:00:00,0 days 00:00:00,CAI,
28,29,MS,ASW,2023-01-01 07:05:00,HRG,0 days 07:25:00,0,B738,162,1100,55,0,ASW -> LXR -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[29, 75, 52]",3,0 days 00:55:00,0 days 03:40:00,LXR,CAI
28,29,MS,ASW,2023-01-01 07:05:00,HRG,0 days 07:25:00,0,B738,162,1100,55,0,ASW -> LXR -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[29, 76, 52]",3,0 days 01:25:00,0 days 03:10:00,LXR,CAI
28,29,MS,ASW,2023-01-01 07:05:00,HRG,0 days 07:25:00,0,B738,162,1100,55,0,ASW -> LXR -> CAI -> HRG,ASW_HRG,2023-01-01 14:30:00,"[29, 77, 52]",3,0 days 02:15:00,0 days 02:20:00,LXR,CAI
106,107,SM,ASW,2023-01-01 19:00:00,HRG,0 days 05:50:00,0,E90,106,1101,55,1,ASW -> CAI -> HRG,ASW_HRG,2023-01-02 00:50:00,"[107, 131]",1,0 days 03:05:00,0 days 00:00:00,CAI,
107,108,SM,ASW,2023-01-01 20:00:00,HRG,0 days 04:50:00,0,E90,106,1101,55,1,ASW -> CAI -> HRG,ASW_HRG,2023-01-02 00:50:00,"[108, 131]",1,0 days 02:05:00,0 days 00:00:00,CAI,
109,110,SM,ASW,2023-01-01 07:20:00,HRG,0 days 03:25:00,0,A320,150,1101,55,0,ASW -> CAI -> HRG,ASW_HRG,2023-01-01 10:45:00,"[110, 130]",1,0 days 00:40:00,0 days 00:00:00,CAI,
28,29,MS,ASW,2023-01-01 07:05:00,LXR,0 days 00:40:00,0,B738,162,191,55,0,ASW -> LXR,ASW_LXR,2023-01-01 07:45:00,[29],0,0 days 00:00:00,0 days 00:00:00,,
11,12,MS,ASW,2023-01-01 11:20:00,SSH,0 days 03:20:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[12, 64]",1,0 days 00:55:00,0 days 00:00:00,CAI,
12,13,MS,ASW,2023-01-01 14:45:00,SSH,0 days 06:05:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:50:00,"[13, 65]",1,0 days 03:40:00,0 days 00:00:00,CAI,
13,14,MS,ASW,2023-01-01 15:40:00,SSH,0 days 05:10:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:50:00,"[14, 65]",1,0 days 02:45:00,0 days 00:00:00,CAI,
14,15,MS,ASW,2023-01-01 16:00:00,SSH,0 days 04:50:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:50:00,"[15, 65]",1,0 days 02:25:00,0 days 00:00:00,CAI,
15,16,MS,ASW,2023-01-01 20:40:00,SSH,0 days 02:55:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 23:35:00,"[16, 66]",1,0 days 00:30:00,0 days 00:00:00,CAI,
21,22,MS,ASW,2023-01-01 06:00:00,SSH,0 days 04:30:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 10:30:00,"[22, 63]",1,0 days 02:05:00,0 days 00:00:00,CAI,
22,23,MS,ASW,2023-01-01 06:30:00,SSH,0 days 04:00:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 10:30:00,"[23, 63]",1,0 days 01:35:00,0 days 00:00:00,CAI,
23,24,MS,ASW,2023-01-01 07:35:00,SSH,0 days 02:55:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 10:30:00,"[24, 63]",1,0 days 00:30:00,0 days 00:00:00,CAI,
26,27,MS,ASW,2023-01-01 08:20:00,SSH,0 days 06:20:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[27, 64]",1,0 days 03:55:00,0 days 00:00:00,CAI,
27,28,MS,ASW,2023-01-01 09:05:00,SSH,0 days 05:35:00,0,B738,162,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[28, 64]",1,0 days 03:10:00,0 days 00:00:00,CAI,
28,29,MS,ASW,2023-01-01 07:05:00,SSH,0 days 07:35:00,0,B738,162,1074,55,0,ASW -> LXR -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[29, 75, 64]",3,0 days 00:55:00,0 days 03:50:00,LXR,CAI
28,29,MS,ASW,2023-01-01 07:05:00,SSH,0 days 07:35:00,0,B738,162,1074,55,0,ASW -> LXR -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[29, 76, 64]",3,0 days 01:25:00,0 days 03:20:00,LXR,CAI
28,29,MS,ASW,2023-01-01 07:05:00,SSH,0 days 07:35:00,0,B738,162,1074,55,0,ASW -> LXR -> CAI -> SSH,ASW_SSH,2023-01-01 14:40:00,"[29, 77, 64]",3,0 days 02:15:00,0 days 02:30:00,LXR,CAI
100,101,SM,ASW,2023-01-01 11:50:00,SSH,0 days 06:20:00,1,A320,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 18:10:00,"[101, 147]",2,0 days 03:25:00,0 days 00:00:00,CAI,
101,102,SM,ASW,2023-01-01 11:50:00,SSH,0 days 06:20:00,1,A320,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 18:10:00,"[102, 147]",2,0 days 03:25:00,0 days 00:00:00,CAI,
102,103,SM,ASW,2023-01-01 13:20:00,SSH,0 days 04:50:00,1,ATR,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 18:10:00,"[103, 147]",1,0 days 01:20:00,0 days 00:00:00,CAI,
102,103,SM,ASW,2023-01-01 13:20:00,SSH,0 days 06:50:00,1,ATR,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:10:00,"[103, 148]",2,0 days 03:50:00,0 days 00:00:00,CAI,
103,104,SM,ASW,2023-01-01 14:20:00,SSH,0 days 03:50:00,0,E90,70,1075,55,1,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 18:10:00,"[104, 147]",2,0 days 00:55:00,0 days 00:00:00,CAI,
103,104,SM,ASW,2023-01-01 14:20:00,SSH,0 days 05:50:00,0,E90,106,1075,55,1,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:10:00,"[104, 148]",2,0 days 03:25:00,0 days 00:00:00,CAI,
104,105,SM,ASW,2023-01-01 16:00:00,SSH,0 days 04:10:00,0,A320,150,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:10:00,"[105, 148]",1,0 days 01:45:00,0 days 00:00:00,CAI,
105,106,SM,ASW,2023-01-01 16:50:00,SSH,0 days 03:20:00,0,A320,150,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 20:10:00,"[106, 148]",1,0 days 00:55:00,0 days 00:00:00,CAI,
109,110,SM,ASW,2023-01-01 07:20:00,SSH,0 days 06:30:00,1,A320,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 13:50:00,"[110, 146]",2,0 days 03:35:00,0 days 00:00:00,CAI,
110,111,SM,ASW,2023-01-01 07:20:00,SSH,0 days 06:30:00,1,ATR,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 13:50:00,"[111, 146]",1,0 days 03:00:00,0 days 00:00:00,CAI,
111,112,SM,ASW,2023-01-01 07:40:00,SSH,0 days 06:10:00,1,ATR,70,1075,55,0,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 13:50:00,"[112, 146]",1,0 days 02:40:00,0 days 00:00:00,CAI,
112,113,SM,ASW,2023-01-01 08:20:00,SSH,0 days 05:30:00,0,E90,70,1075,55,1,ASW -> CAI -> SSH,ASW_SSH,2023-01-01 13:50:00,"[113, 146]",2,0 days 02:35:00,0 days 00:00:00,CAI,
29,30,MS,ATZ,2023-01-01 20:00:00,ASW,0 days 03:30:00,0,A320,150,1018,55,0,ATZ -> CAI -> ASW,ATZ_ASW,2023-01-01 23:30:00,"[30, 48]",2,0 days 01:10:00,0 days 00:00:00,CAI,
29,30,MS,ATZ,2023-01-01 20:00:00,CAI,0 days 00:55:00,0,A320,150,319,55,0,ATZ -> CAI,ATZ_CAI,2023-01-01 20:55:00,[30],0,0 days 00:00:00,0 days 00:00:00,,
